annonce_id,title,price,location,surface,rooms,baths,link,city,neighborhood,price_meter,price_category
5810,Appartement à vendre,400000,"Appartements dans Saidia, Toute la ville",54,2,1,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_57786223.htm,Saidia,Toute la ville,7407,Low
5811,Quartier des Pêcheurs,600000,"Appartements dans Martil, Toute la ville",60,2,1,https://www.avito.ma/fr/martil/appartements/Quartier_des_P%C3%AAcheurs_57786183.htm,Martil,Toute la ville,10000,Medium
5812,Appartement à vendre 78 m² à Amizmiz,2220000,"Appartements dans Amizmiz, Toute la ville",115,2,2,https://www.avito.ma/fr/amizmiz/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Amizmiz_57786124.htm,Amizmiz,Toute la ville,19304,High
5813,Nouvel appartement meublé à vendre,640000,"Appartements dans Agadir, Hay Salam",55,2,1,https://www.avito.ma/fr/hay_salam/appartements/Nouvel_appartement_meubl%C3%A9_%C3%A0_vendre_57786111.htm,Agadir,Hay Salam,11636,Medium
5814,Appartement résidence fermée,520000,"Appartements dans Casablanca, Al Qods",60,2,1,https://www.avito.ma/fr/al_qods/appartements/Appartement_r%C3%A9sidence_ferm%C3%A9e_57786113.htm,Casablanca,Al Qods,8666,Medium
5815,Appartement meublé à vendre,820000,"Appartements dans Tétouan, Autre secteur",140,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_57786090.htm,Tétouan,Autre secteur,5857,Medium
5816,Boujarrah Fougouiya,600000,"Appartements dans Tétouan, Autre secteur",80,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Boujarrah_Fougouiya_57786087.htm,Tétouan,Autre secteur,7500,Medium
5817,Boujarrah Fougouiya,360000,"Appartements dans Tétouan, Autre secteur",48,1,1,https://www.avito.ma/fr/autre_secteur/appartements/Boujarrah_Fougouiya_57786016.htm,Tétouan,Autre secteur,7500,Low
5818,Appartement à vendre 58 m² à Dar Bouazza,330000,"Appartements dans Casablanca, Autre secteur",58,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Dar_Bouazza_57785948.htm,Casablanca,Autre secteur,5689,Low
5819,"Appt d’angle , Andalous,sans vis à vis ensoleillé",400000,"Appartements dans Bouskoura, Bouskoura centre",55,2,1,https://www.avito.ma/fr/bouskoura_centre/appartements/Appt_d_angle___Andalous_sans_vis_%C3%A0_vis_ensoleill%C3%A9_57785931.htm,Bouskoura,Bouskoura centre,7272,Low
5820,appartement a vendre temara avenue Hassan 2,1100000,"Appartements dans Temara, Autre secteur",117,2,2,https://www.avito.ma/fr/autre_secteur/appartements/appartement_a_vendre_temara_avenue_Hassan_2_57815734.htm,Temara,Autre secteur,9401,High
5821,Appartement meublé avec piscine à vendre,12500000,"Appartements dans Agadir, Hay Mohammadi",100,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_meubl%C3%A9_avec_piscine_%C3%A0_vendre_55939775.htm,Agadir,Hay Mohammadi,125000,High
5822,Studio meublé à vendre avec piscine,1100000,"Appartements dans Marrakech, Daoudiate",65,1,1,https://www.avito.ma/fr/daoudiate/appartements/Studio_meubl%C3%A9_%C3%A0_vendre_avec_piscine_57705933.htm,Marrakech,Daoudiate,16923,High
5823,Casaview Almaz - Appartement à vendre 78 m²,1200000,"Appartements dans Casablanca, Almaz",78,2,2,https://www.avito.ma/fr/almaz/appartements/Casaview_Almaz___Appartement_%C3%A0_vendre_78_m%C2%B2_57785860.htm,Casablanca,Almaz,15384,High
5824,Appartement meublé à vendre quartier Moudjahidine,2400000,"Appartements dans Tanger, Moujahidine",161,3,2,https://www.avito.ma/fr/moujahidine/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_quartier_Moudjahidine_54862695.htm,Tanger,Moujahidine,14906,High
5825,Appartements haut standing à vendre,1250000,"Appartements dans Kénitra, Val Fleury",115,3,2,https://www.avito.ma/fr/val_fleury/appartements/Appartements_haut_standing_%C3%A0_vendre_56325108.htm,Kénitra,Val Fleury,10869,High
5826,Appartements Adliya à Hay Rachad,190000,"Appartements dans Rabat, Hay Arrachad",60,2,1,https://www.avito.ma/fr/hay_arrachad/appartements/Appartements_Adliya_%C3%A0_Hay_Rachad_57785766.htm,Rabat,Hay Arrachad,3166,Low
5827,appartement de luxe,860000,"Appartements dans Béni Mellal, Toute la ville",120,3,2,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/appartement_de_luxe_57785729.htm,Béni Mellal,Toute la ville,7166,Medium
5828,Bel appartement à Hay Mohammadi,760000,"Appartements dans Agadir, Hay Mohammadi",64,1,1,https://www.avito.ma/fr/hay_mohammadi/appartements/Bel_appartement_%C3%A0_Hay_Mohammadi_57785696.htm,Agadir,Hay Mohammadi,11875,Medium
5829,appartement de luxe,660000,"Appartements dans Béni Mellal, Toute la ville",90,2,1,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/appartement_de_luxe_57785643.htm,Béni Mellal,Toute la ville,7333,Medium
5830,Appartements standing à Prestijea,3425000,"Appartements dans Rabat, Riyad",137,3,2,https://www.avito.ma/fr/riyad/appartements/Appartements_standing_%C3%A0_Prestijea_57785610.htm,Rabat,Riyad,25000,High
5831,Superbe Studio 70 m² proche des Jardins Majorelle,1190000,"Appartements dans Marrakech, Majorelle",70,1,2,https://www.avito.ma/fr/majorelle/appartements/Superbe_Studio_70_m%C2%B2_proche_des_Jardins_Majorelle_57645466.htm,Marrakech,Majorelle,17000,High
5832,Appartement de luxe,860000,"Appartements dans Béni Mellal, Toute la ville",120,2,2,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartement_de_luxe_57785576.htm,Béni Mellal,Toute la ville,7166,Medium
5833,Appartement de luxe,660000,"Appartements dans Béni Mellal, Toute la ville",90,2,1,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartement_de_luxe_57785528.htm,Béni Mellal,Toute la ville,7333,Medium
5834,Appartement à vendre 60 m² à Ait Melloul,400000,"Appartements dans Ait Melloul, Toute la ville",60,2,1,https://www.avito.ma/fr/ait_melloul/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Ait_Melloul_57815366.htm,Ait Melloul,Toute la ville,6666,Low
5835,Appartement Haut Standing à Vendre 150 m2,1925000,"Appartements dans Casablanca, Les Princesses",150,3,2,https://www.avito.ma/fr/les_princesses/appartements/Appartement_Haut_Standing_%C3%A0_Vendre_150_m2_57785494.htm,Casablanca,Les Princesses,12833,High
5836,JOLI APART RES BAGDAD AL QODS BERNOUSSI 99/M,870000,"Appartements dans Casablanca, Sidi Bernoussi",99,2,2,https://www.avito.ma/fr/sidi_bernoussi/appartements/JOLI_APART_RES_BAGDAD_AL_QODS_BERNOUSSI_99_M_57785488.htm,Casablanca,Sidi Bernoussi,8787,Medium
5837,Appartement à vendre 60 m² à Marrakech,540000,"Appartements dans Marrakech, Autre secteur",60,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Marrakech_57785325.htm,Marrakech,Autre secteur,9000,Medium
5838,Appartement à vendre 102 m² à Fès,740000,"Appartements dans Fès, Route Ain Chkaf",102,5,2,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_F%C3%A8s_57785293.htm,Fès,Route Ain Chkaf,7254,Medium
5839,Appartement à vendre,470000,"Appartements dans Oujda, Boustane",76,2,1,https://www.avito.ma/fr/boustane/appartements/Appartement_%C3%A0_vendre_57785292.htm,Oujda,Boustane,6184,Low
5840,Appartement à vendre à Anfa,340000,"Appartements dans Casablanca, Sidi Moumen",68,2,1,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_%C3%A0_Anfa_57785246.htm,Casablanca,Sidi Moumen,5000,Low
5841,3 chambres et salon,1450000,"Appartements dans Temara, Autre secteur",143,4,2,https://www.avito.ma/fr/autre_secteur/appartements/3_chambres_et_salon_57785226.htm,Temara,Autre secteur,10139,High
5842,Duplex de 85 m² à Bouaakaz,950000,"Appartements dans Marrakech, Bouaakkaz",85,2,2,https://www.avito.ma/fr/bouaakkaz/appartements/Duplex_de_85_m%C2%B2_%C3%A0_Bouaakaz_56624446.htm,Marrakech,Bouaakkaz,11176,Medium
5843,STUDIO DUPLEX STYLE NEW-YORKAIS,1440000,"Appartements dans Casablanca, Riviera",75,1,1,https://www.avito.ma/fr/riviera/appartements/STUDIO_DUPLEX_STYLE_NEW_YORKAIS_57785196.htm,Casablanca,Riviera,19200,High
5844,Appartement en RDC 54 mètres Salam Agadir,600000,"Appartements dans Agadir, Hay Salam",54,2,1,https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_RDC_54_m%C3%A8tres_Salam_Agadir_57814883.htm,Agadir,Hay Salam,11111,Medium
5845,"Rue Tah, Résidence Bilad El Khir",900000,"Appartements dans Casablanca, Aïn Chock",78,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Rue_Tah__R%C3%A9sidence_Bilad_El_Khir_57785070.htm,Casablanca,Aïn Chock,11538,Medium
5846,DAR-OU-1022 - Appartement à vendre à Tamaris,3650000,"Appartements dans Dar Bouazza, Toute la ville",386,3,2,https://www.avito.ma/fr/dar_bouazza/appartements/DAR_OU_1022___Appartement_%C3%A0_vendre_%C3%A0_Tamaris_57785015.htm,Dar Bouazza,Toute la ville,9455,High
5847,"Appartement à vendre, Dhouha Marjane M'ghogha",270000,"Appartements dans Tanger, Mghogha",55,2,1,https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre__Dhouha_Marjane_M_ghogha_57784991.htm,Tanger,Mghogha,4909,Low
5848,Bel Appartement à vendre 72 m² à Casablanca,585000,"Appartements dans Casablanca, Sidi Moumen",72,2,1,https://www.avito.ma/fr/sidi_moumen/appartements/Bel_Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_57784978.htm,Casablanca,Sidi Moumen,8125,Medium
5849,Appartement à vendre 108 m² à Fnideq,1800000,"Appartements dans Fnideq, Toute la ville",272,2,2,https://www.avito.ma/fr/fnideq/appartements/Appartement_%C3%A0_vendre_108_m%C2%B2_%C3%A0_Fnideq_57784893.htm,Fnideq,Toute la ville,6617,High
5850,AGA-AG-1163 - Appartement à vendre à Hay Salam,1150000,"Appartements dans Agadir, Hay Salam",107,2,1,https://www.avito.ma/fr/hay_salam/appartements/AGA_AG_1163___Appartement_%C3%A0_vendre_%C3%A0_Hay_Salam_57784871.htm,Agadir,Hay Salam,10747,High
5851,Appartement à vendre 120 m² à Kénitra plus carafe,1150000,"Appartements dans Kénitra, alliance",100,3,2,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_K%C3%A9nitra_plus_carafe_57784774.htm,Kénitra,alliance,11500,High
5852,CMN-MA-2608 - Appartement à vendre à Maârif,1860000,"Appartements dans Casablanca, Maarif",117,3,2,https://www.avito.ma/fr/maarif/appartements/CMN_MA_2608___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_57784718.htm,Casablanca,Maarif,15897,High
5853,Appartement à vendre 68 m² à Casablanca,680000,"Appartements dans Casablanca, Aïn Borja",68,2,1,https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_68_m%C2%B2_%C3%A0_Casablanca_56961329.htm,Casablanca,Aïn Borja,10000,Medium
5854,Appartement à vendre 64 m² à Meknès,300000,"Appartements dans Meknès, Marjane 2",64,3,2,https://www.avito.ma/fr/marjane_2/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Mekn%C3%A8s_57784659.htm,Meknès,Marjane 2,4687,Low
5855,Appartement titré à vendre,1050000,"Appartements dans Tétouan, Mhannech",148,4,2,https://www.avito.ma/fr/mhannech/appartements/Appartement_titr%C3%A9_%C3%A0_vendre_57784552.htm,Tétouan,Mhannech,7094,High
5856,à Valflore,1050000,"Appartements dans Tanger, Val Fleuri",96,2,2,https://www.avito.ma/fr/val_fleuri/appartements/%C3%A0_Valflore_57784545.htm,Tanger,Val Fleuri,10937,High
5857,Appartement à vendre 150 m² à Rabat,4100000,"Appartements dans Rabat, Hay Riad",160,3,3,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Rabat_57814073.htm,Rabat,Hay Riad,25625,High
5858,Appartement T3 de 49 m² à Casablanca Dar Bouazza,250000,"Appartements dans Casablanca, Errahma",49,2,1,https://www.avito.ma/fr/errahma/appartements/Appartement_T3_de_49_m%C2%B2_%C3%A0_Casablanca_Dar_Bouazza_57784470.htm,Casablanca,Errahma,5102,Low
5859,"Appartement, contrat chez l'avocat, vendu avec garage pour voiture",560000,"Appartements dans Mdiq, Toute la ville",100,2,2,https://www.avito.ma/fr/mdiq/appartements/Appartement__contrat_chez_l_avocat__vendu_avec_garage_pour_voiture_57784275.htm,Mdiq,Toute la ville,5600,Medium
5860,RBA-HA-1099 - Appartement à vendre à Akkari,1400000,"Appartements dans Rabat, Autre secteur",98,3,2,https://www.avito.ma/fr/autre_secteur/appartements/RBA_HA_1099___Appartement_%C3%A0_vendre_%C3%A0_Akkari_57784263.htm,Rabat,Autre secteur,14285,High
5861,Appartement à vendre La Gironde,2000000,"Appartements dans Casablanca, La Gironde",200,4,3,https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_vendre_La_Gironde_56146569.htm,Casablanca,La Gironde,10000,High
5862,Appartement spacieux Maarif extension,1600000,"Appartements dans Casablanca, Maârif Extension",170,3,2,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_spacieux_Maarif_extension_57754644.htm,Casablanca,Maârif Extension,9411,High
5863,Appartement Abdelatif Benkaddour,3500000,"Appartements dans Casablanca, Racine",175,3,2,https://www.avito.ma/fr/racine/appartements/Appartement_Abdelatif_Benkaddour_57110221.htm,Casablanca,Racine,20000,High
5864,À 2 minutes du Grand Stade – Riad Salam,1060000,"Appartements dans Tanger, Marjane",66,2,1,https://www.avito.ma/fr/marjane/appartements/%C3%80_2_minutes_du_Grand_Stade___Riad_Salam_57784223.htm,Tanger,Marjane,16060,High
5865,Bel appartement,1700000,"Appartements dans Casablanca, Almaz",138,4,3,https://www.avito.ma/fr/almaz/appartements/Bel_appartement_57779060.htm,Casablanca,Almaz,12318,High
5866,Très beau studio rez de jardin 🌴 à vendre neuf,1500000,"Appartements dans Marrakech, Agdal",60,1,1,https://www.avito.ma/fr/agdal/appartements/Tr%C3%A8s_beau_studio_rez_de_jardin____%C3%A0_vendre_neuf_57784168.htm,Marrakech,Agdal,25000,High
5867,Appartement à vendre 99 m² à Casablanca,1900000,"Appartements dans Casablanca, Quartier des Hôpitaux",108,2,2,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_99_m%C2%B2_%C3%A0_Casablanca_57784152.htm,Casablanca,Quartier des Hôpitaux,17592,High
5868,CMN-AC-2105 - Appartement à vendre à Ain Chock,936000,"Appartements dans Casablanca, Aïn Chock",78,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/CMN_AC_2105___Appartement_%C3%A0_vendre_%C3%A0_Ain_Chock_57784128.htm,Casablanca,Aïn Chock,12000,Medium
5869,Appartement 100 m2 vide centre ville,1450000,"Appartements dans Mohammedia, Centre Ville",100,3,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_100_m2_vide_centre_ville_57784063.htm,Mohammedia,Centre Ville,14500,High
5870,Tanja Balia,1150000,"Appartements dans Tanger, Tanja Balia",102,3,2,https://www.avito.ma/fr/tanja_balia/appartements/Tanja_Balia_57783914.htm,Tanger,Tanja Balia,11274,High
5871,Appartement à vendre 70 m² à Martil,900000,"Appartements dans Martil, Toute la ville",70,2,1,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Martil_57783784.htm,Martil,Toute la ville,12857,Medium
5872,Appartement à vendre 58 m² à Nador,500000,"Appartements dans Nador, Autre secteur",58,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Nador_57783752.htm,Nador,Autre secteur,8620,Low
5873,Appartement 120 M² à Tamraght Agadir,1100000,"Appartements dans Agadir, Le bord de mer",120,3,2,https://www.avito.ma/fr/le_bord_de_mer/appartements/Appartement_120_M%C2%B2_%C3%A0_Tamraght_Agadir_57783734.htm,Agadir,Le bord de mer,9166,High
5874,Appartement à vendre 84 m² à Tanger,1150000,"Appartements dans Tanger, Ahlane",84,1,1,https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Tanger_57783729.htm,Tanger,Ahlane,13690,High
5875,Appartement 92 m² titré à vendre,850000,"Appartements dans Salé, Toute la ville",92,3,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_92_m%C2%B2_titr%C3%A9_%C3%A0_vendre_57783661.htm,Salé,Toute la ville,9239,Medium
5876,Appartement à vendre à Rabat,275000000,"Appartements dans Rabat, Diour Jamaa",196,4,3,https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Rabat_57783615.htm,Rabat,Diour Jamaa,1403061,High
5877,Appartement à vendre,700000,"Appartements dans Marrakech, Mabrouka",72,2,2,https://www.avito.ma/fr/mabrouka/appartements/Appartement_%C3%A0_vendre_57783573.htm,Marrakech,Mabrouka,9722,Medium
5878,Appartement à vendre 100 m² à Tanger,1850000,"Appartements dans Tanger, Sania",110,3,2,https://www.avito.ma/fr/sania/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Tanger_57748892.htm,Tanger,Sania,16818,High
5879,Plusieurs appartements à vendre à Guich Oudayas,1400000,"Appartements dans Rabat, Guich Oudaya",72,3,2,https://www.avito.ma/fr/guich_oudaya/appartements/Plusieurs_appartements_%C3%A0_vendre_%C3%A0_Guich_Oudayas_57783529.htm,Rabat,Guich Oudaya,19444,High
5880,appartement 2 chambre salon a vendre,390000,"Appartements dans Tamaris, Toute la ville",56,2,1,https://www.avito.ma/fr/tamaris/appartements/appartement_2_chambre_salon_a_vendre_57783464.htm,Tamaris,Toute la ville,6964,Low
5881,Appartement à vendre 83 m² à Bouskoura,664000,"Appartements dans Bouskoura, Bouskoura centre",83,2,2,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Bouskoura_57783453.htm,Bouskoura,Bouskoura centre,8000,Medium
5882,appartement à vendre,650000,"Appartements dans Kénitra, Bir Rami",100,3,2,https://www.avito.ma/fr/bir_rami/appartements/appartement_%C3%A0_vendre_57813025.htm,Kénitra,Bir Rami,6500,Medium
5883,vente petit appartement avec grande terrasse,600000,"Appartements dans Marrakech, M'Hamid",83,1,1,https://www.avito.ma/fr/m_hamid/appartements/vente_petit_appartement_avec_grande_terrasse_57783355.htm,Marrakech,M'Hamid,7228,Medium
5884,Appartement à vendre 70 m² à Azemmour,330000,"Appartements dans Azemmour, Toute la ville",70,2,1,https://www.avito.ma/fr/azemmour/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Azemmour_57783350.htm,Azemmour,Toute la ville,4714,Low
5885,Vente Appartement 100m² Casablanca BourgogneAnfa,1400000,"Appartements dans Casablanca, Bourgogne",100,2,2,https://www.avito.ma/fr/bourgogne/appartements/Vente_Appartement_100m%C2%B2_Casablanca_BourgogneAnfa_57783336.htm,Casablanca,Bourgogne,14000,High
5886,Appartement à vendre sur Hay Riad,3250000,"Appartements dans Rabat, Hay Riad",144,3,2,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_sur_Hay_Riad_56053864.htm,Rabat,Hay Riad,22569,High
5887,El Boustane en face du café 101,750000,"Appartements dans El Jadida, Al Boustane",92,3,2,https://www.avito.ma/fr/al_boustane/appartements/El_Boustane_en_face_du_caf%C3%A9_101_57812854.htm,El Jadida,Al Boustane,8152,Medium
5888,Appartement à vendre sur Riad Ouled Mtaa Temara,2100000,"Appartements dans Rabat, Guich Oudaya",104,2,2,https://www.avito.ma/fr/guich_oudaya/appartements/Appartement_%C3%A0_vendre_sur_Riad_Ouled_Mtaa_Temara_57260179.htm,Rabat,Guich Oudaya,20192,High
5889,Appartements excellents,540000,"Appartements dans Had Soualem, Toute la ville",87,2,2,https://www.avito.ma/fr/had_soualem/appartements/Appartements_excellents_57782979.htm,Had Soualem,Toute la ville,6206,Medium
5890,Appartement à vendre 70 m² à Kénitra,500000,"Appartements dans Kénitra, alliance",50,2,2,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57812602.htm,Kénitra,alliance,10000,Low
5891,Appartement à vendre 70 m² à Kénitra,500000,"Appartements dans Kénitra, alliance",50,2,2,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57812603.htm,Kénitra,alliance,10000,Low
5892,Appartement à vendre 70 m² à Kénitra,500000,"Appartements dans Kénitra, alliance",50,2,2,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57812604.htm,Kénitra,alliance,10000,Low
5893,Kamouni El Manzah,660000,"Appartements dans Sidi Allal El Bahraoui, Toute la ville",107,3,2,https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Kamouni_El_Manzah_57782943.htm,Sidi Allal El Bahraoui,Toute la ville,6168,Medium
5894,Appartement à vendre près de Rabat,330000,"Appartements dans Sidi Allal El Bahraoui, Toute la ville",64,2,1,https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_de_Rabat_57782944.htm,Sidi Allal El Bahraoui,Toute la ville,5156,Low
5895,Appartement 124m belvédère à vendre,1100000,"Appartements dans Casablanca, Belvédère",124,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_124m_belv%C3%A9d%C3%A8re_%C3%A0_vendre_57782918.htm,Casablanca,Belvédère,8870,High
5896,Appartement à vendre à El Mahamid,530000,"Appartements dans Marrakech, M'Hamid",65,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_vendre_%C3%A0_El_Mahamid_57812549.htm,Marrakech,M'Hamid,8153,Medium
5897,"Appartement à vendre dans la résidence Al-Arraichi, au deuxième étage",300000,"Appartements dans Meknès, El Bassatine",77,3,3,https://www.avito.ma/fr/el_bassatine/appartements/Appartement_%C3%A0_vendre_dans_la_r%C3%A9sidence_Al_Arraichi__au_deuxi%C3%A8me_%C3%A9tage_57782825.htm,Meknès,El Bassatine,3896,Low
5898,Vendre appartement,250000000,"Appartements dans Casablanca, Californie",172,9,3,https://www.avito.ma/fr/californie/appartements/Vendre_appartement_57782768.htm,Casablanca,Californie,1453488,High
5899,Appartement Résidence du Parc,250000,"Appartements dans Marrakech, Palmeraie",58,2,1,https://www.avito.ma/fr/palmeraie/appartements/Appartement_R%C3%A9sidence_du_Parc_57812350.htm,Marrakech,Palmeraie,4310,Low
5900,Appartement très bien fini,560000,"Appartements dans Meknès, Riad Toulal",102,3,2,https://www.avito.ma/fr/riad_toulal/appartements/Appartement_tr%C3%A8s_bien_fini_57782713.htm,Meknès,Riad Toulal,5490,Medium
5901,Appartement à vendre,800000,"Appartements dans Tamesna, Toute la ville",88,2,2,https://www.avito.ma/fr/tamesna/appartements/Appartement_%C3%A0_vendre_57782620.htm,Tamesna,Toute la ville,9090,Medium
5902,Vente appartement,1000000,"Appartements dans Salé, Hay Chmaou",100,3,2,https://www.avito.ma/fr/hay_chmaou/appartements/Vente_appartement_57782613.htm,Salé,Hay Chmaou,10000,High
5903,Appartement Farah Salam,350000,"Appartements dans Casablanca, Oulfa",50,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_Farah_Salam_57716112.htm,Casablanca,Oulfa,7000,Low
5904,CHAMP DE LYS LOUIZIA avec piscine,860000,"Appartements dans Mohammedia, Autre secteur",86,2,1,https://www.avito.ma/fr/autre_secteur/appartements/CHAMP_DE_LYS_LOUIZIA_avec_piscine_57523388.htm,Mohammedia,Autre secteur,10000,Medium
5905,Appartement 3Ch avec Ascenseur Terrasse parking,1350000,"Appartements dans Casablanca, Beauséjour",134,3,2,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_3Ch_avec_Ascenseur_Terrasse_parking_57782598.htm,Casablanca,Beauséjour,10074,High
5906,Studio avec piscine en centre-ville,850000,"Appartements dans Mohammedia, Centre Ville",46,1,1,https://www.avito.ma/fr/centre_ville/appartements/Studio_avec_piscine_en_centre_ville_57528188.htm,Mohammedia,Centre Ville,18478,Medium
5907,3 chambres vue mer et piscine,1800000,"Appartements dans Mohammedia, Centre Ville",117,3,2,https://www.avito.ma/fr/centre_ville/appartements/3_chambres_vue_mer_et_piscine_56913584.htm,Mohammedia,Centre Ville,15384,High
5908,Appartement à vendre résidence Safa Bouskoura,330000,"Appartements dans Bouskoura, Bouskoura centre",47,2,1,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_r%C3%A9sidence_Safa_Bouskoura_57782555.htm,Bouskoura,Bouskoura centre,7021,Low
5909,Appartement à vendre 151 m² à BEAUSÉJOUR,1950000,"Appartements dans Casablanca, Beauséjour",162,3,2,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_151_m%C2%B2_%C3%A0_BEAUS%C3%89JOUR_57782460.htm,Casablanca,Beauséjour,12037,High
5910,Appartement à vendre 210 m² à Salé,1300000,"Appartements dans Salé, Said Hajji",210,4,3,https://www.avito.ma/fr/said_hajji/appartements/Appartement_%C3%A0_vendre_210_m%C2%B2_%C3%A0_Sal%C3%A9_57811974.htm,Salé,Said Hajji,6190,High
5911,Appartement à vendre,790000,"Appartements dans Marrakech, Assif",72,2,1,https://www.avito.ma/fr/assif/appartements/Appartement_%C3%A0_vendre_57782435.htm,Marrakech,Assif,10972,Medium
5912,Appartements à vendre 64 m² à Berrechid,410000,"Appartements dans Berrechid, Toute la ville",64,2,1,https://www.avito.ma/fr/berrechid/appartements/Appartements_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Berrechid_57782400.htm,Berrechid,Toute la ville,6406,Low
5913,Appartement à vendre 69 m² à Meknès,340000,"Appartements dans Meknès, Wislane",72,2,1,https://www.avito.ma/fr/wislane/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Mekn%C3%A8s_57782318.htm,Meknès,Wislane,4722,Low
5914,Appart 94 m² vue sur mer dans résidence balnéaire,1300000,"Appartements dans Sidi Rahal, Toute la ville",94,2,2,https://www.avito.ma/fr/sidi_rahal/appartements/Appart_94_m%C2%B2_vue_sur_mer_dans_r%C3%A9sidence_baln%C3%A9aire_57782316.htm,Sidi Rahal,Toute la ville,13829,High
5915,Studio à vendre,580000,"Appartements dans Mohammedia, Wafa",60,1,2,https://www.avito.ma/fr/wafa/appartements/Studio_%C3%A0_vendre_57782248.htm,Mohammedia,Wafa,9666,Medium
5944,Appartement à ne pas rater,82000000,"Appartements dans Casablanca, Sidi Moumen",91,3,2,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_ne_pas_rater_57780967.htm,Casablanca,Sidi Moumen,901098,High
